generation,fitness,nb_eval
6041,846.36,12084.0
6042,846.4,12086.0
6043,846.46,12088.0
6044,846.5200000000001,12090.0
6045,846.5600000000001,12092.0
6046,846.5799999999999,12094.0
6047,846.6,12096.0
6048,846.6,12098.0
6049,846.6,12100.0
6050,846.6200000000001,12102.0
6051,846.6600000000001,12104.0
6052,846.72,12106.0
6053,846.78,12108.0
6054,846.8799999999999,12110.0
6055,846.96,12112.0
6056,847.0200000000001,12114.0
6057,847.0600000000001,12116.0
6058,847.1,12118.0
6059,847.1,12120.0
6060,847.1,12122.0
6061,847.1200000000001,12124.0
6062,847.14,12126.0
6063,847.1600000000001,12128.0
6064,847.1800000000001,12130.0
6065,847.2,12132.0
6066,847.22,12134.0
6067,847.24,12136.0
6068,847.26,12138.0
6069,847.28,12140.0
6070,847.3199999999999,12142.0
6071,847.36,12144.0
6072,847.4,12146.0
6073,847.4399999999999,12148.0
6074,847.4799999999999,12150.0
6075,847.5,12152.0
6076,847.5,12154.0
6077,847.5,12156.0
6078,847.5,12158.0
6079,847.5,12160.0
6080,847.5,12162.0
6081,847.5,12164.0
6082,847.5,12166.0
6083,847.5,12168.0
6084,847.5200000000001,12170.0
6085,847.5600000000001,12172.0
6086,847.6200000000001,12174.0
6087,847.68,12176.0
6088,847.74,12178.0
6089,847.78,12180.0
6090,847.8,12182.0
6091,847.8,12184.0
6092,847.8,12186.0
6093,847.8,12188.0
6094,847.8199999999999,12190.0
6095,847.8399999999999,12192.0
6096,847.86,12194.0
6097,847.9,12196.0
6098,847.9399999999999,12198.0
6099,847.96,12200.0
6100,847.9799999999999,12202.0
6101,848.0799999999999,12204.0
6102,848.1600000000001,12206.0
6103,848.24,12208.0
6104,848.3399999999999,12210.0
6105,848.4399999999999,12212.0
6106,848.46,12214.0
6107,848.4799999999999,12216.0
6108,848.5,12218.0
6109,848.5,12220.0
6110,848.54,12222.0
6111,848.6,12224.0
6112,848.6600000000001,12226.0
6113,848.72,12228.0
6114,848.78,12230.0
6115,848.8,12232.0
6116,848.8,12234.0
6117,848.8199999999999,12236.0
6118,848.8399999999999,12238.0
6119,848.86,12240.0
6120,848.9200000000001,12242.0
6121,848.9799999999999,12244.0
6122,849.0200000000001,12246.0
6123,849.0600000000001,12248.0
6124,849.1,12250.0
6125,849.1,12252.0
6126,849.1200000000001,12254.0
6127,849.14,12256.0
6128,849.18,12258.0
6129,849.22,12260.0
6130,849.26,12262.0
6131,849.28,12264.0
6132,849.3,12266.0
6133,849.3,12268.0
6134,849.3,12270.0
6135,849.3199999999999,12272.0
6136,849.3399999999999,12274.0
6137,849.3799999999999,12276.0
6138,849.4399999999999,12278.0
6139,849.5,12280.0
6140,849.5600000000001,12282.0
6141,849.6200000000001,12284.0
6142,849.6600000000001,12286.0
6143,849.6800000000001,12288.0
6144,849.7,12290.0
6145,849.7,12292.0
6146,849.7,12294.0
6147,849.7,12296.0
6148,849.7,12298.0
6149,849.7,12300.0
6150,849.72,12302.0
6151,849.74,12304.0
6152,849.78,12306.0
6153,849.82,12308.0
6154,849.8799999999999,12310.0
6155,849.9200000000001,12312.0
6156,849.9799999999999,12314.0
6157,850.0200000000001,12316.0
6158,850.0799999999999,12318.0
6159,850.1200000000001,12320.0
6160,850.18,12322.0
6161,850.24,12324.0
6162,850.3,12326.0
6163,850.3399999999999,12328.0
6164,850.3799999999999,12330.0
6165,850.4,12332.0
6166,850.4200000000001,12334.0
6167,850.46,12336.0
6168,850.5200000000001,12338.0
6169,850.5799999999999,12340.0
6170,850.68,12342.0
6171,850.76,12344.0
6172,850.82,12346.0
6173,850.86,12348.0
6174,850.9,12350.0
6175,850.9,12352.0
6176,850.9,12354.0
6177,850.9,12356.0
6178,850.96,12358.0
6179,851.0200000000001,12360.0
6180,851.0799999999999,12362.0
6181,851.14,12364.0
6182,851.2,12366.0
6183,851.2,12368.0
6184,851.2,12370.0
6185,851.2,12372.0
6186,851.2,12374.0
6187,851.2,12376.0
6188,851.2,12378.0
6189,851.22,12380.0
6190,851.24,12382.0
6191,851.26,12384.0
6192,851.3,12386.0
6193,851.36,12388.0
6194,851.4,12390.0
6195,851.46,12392.0
6196,851.5200000000001,12394.0
6197,851.5799999999999,12396.0
6198,851.6200000000001,12398.0
6199,851.6600000000001,12400.0
6200,851.6800000000001,12402.0
6201,851.7,12404.0
6202,851.7,12406.0
6203,851.72,12408.0
6204,851.74,12410.0
6205,851.76,12412.0
6206,851.8,12414.0
6207,851.8399999999999,12416.0
6208,851.9,12418.0
6209,851.96,12420.0
6210,852.0200000000001,12422.0
6211,852.0600000000001,12424.0
6212,852.1,12426.0
6213,852.1,12428.0
6214,852.1200000000001,12430.0
6215,852.14,12432.0
6216,852.18,12434.0
6217,852.22,12436.0
6218,852.26,12438.0
6219,852.28,12440.0
6220,852.3,12442.0
6221,852.3,12444.0
6222,852.3,12446.0
6223,852.3,12448.0
6224,852.3,12450.0
6225,852.3199999999999,12452.0
6226,852.3399999999999,12454.0
6227,852.36,12456.0
6228,852.3799999999999,12458.0
6229,852.4,12460.0
6230,852.4,12462.0
6231,852.4,12464.0
6232,852.4,12466.0
6233,852.4,12468.0
6234,852.4,12470.0
6235,852.4,12472.0
6236,852.4,12474.0
6237,852.4200000000001,12476.0
6238,852.4399999999999,12478.0
6239,852.4799999999999,12480.0
6240,852.54,12482.0
6241,852.6,12484.0
6242,852.64,12486.0
6243,852.72,12488.0
6244,852.8,12490.0
6245,852.8799999999999,12492.0
6246,852.96,12494.0
6247,853.04,12496.0
6248,853.0799999999999,12498.0
6249,853.1,12500.0
6250,853.1,12502.0
6251,853.1,12504.0
6252,853.1,12506.0
6253,853.1200000000001,12508.0
6254,853.14,12510.0
6255,853.1600000000001,12512.0
6256,853.1800000000001,12514.0
6257,853.2,12516.0
6258,853.2,12518.0
6259,853.2,12520.0
6260,853.2,12522.0
6261,853.2,12524.0
6262,853.2,12526.0
6263,853.2,12528.0
6264,853.2,12530.0
6265,853.2,12532.0
6266,853.2,12534.0
6267,853.2,12536.0
6268,853.2,12538.0
6269,853.24,12540.0
6270,853.28,12542.0
6271,853.32,12544.0
6272,853.36,12546.0
6273,853.4200000000001,12548.0
6274,853.4399999999999,12550.0
6275,853.46,12552.0
6276,853.4799999999999,12554.0
6277,853.5,12556.0
6278,853.5,12558.0
6279,853.5200000000001,12560.0
6280,853.54,12562.0
6281,853.5799999999999,12564.0
6282,853.6200000000001,12566.0
6283,853.6600000000001,12568.0
6284,853.7,12570.0
6285,853.74,12572.0
6286,853.78,12574.0
6287,853.82,12576.0
6288,853.9,12578.0
6289,853.9799999999999,12580.0
6290,854.0600000000001,12582.0
6291,854.1200000000001,12584.0
6292,854.1800000000001,12586.0
6293,854.2,12588.0
6294,854.2,12590.0
6295,854.2,12592.0
6296,854.2,12594.0
6297,854.2,12596.0
6298,854.22,12598.0
6299,854.24,12600.0
6300,854.26,12602.0
6301,854.3,12604.0
6302,854.3399999999999,12606.0
6303,854.36,12608.0
6304,854.3799999999999,12610.0
6305,854.4,12612.0
6306,854.4200000000001,12614.0
6307,854.4399999999999,12616.0
6308,854.46,12618.0
6309,854.4799999999999,12620.0
6310,854.5,12622.0
6311,854.5,12624.0
6312,854.5,12626.0
6313,854.5,12628.0
6314,854.5,12630.0
6315,854.5,12632.0
6316,854.5,12634.0
6317,854.5200000000001,12636.0
6318,854.54,12638.0
6319,854.5799999999999,12640.0
6320,854.68,12642.0
6321,854.8,12644.0
6322,854.9,12646.0
6323,855.0200000000001,12648.0
6324,855.1200000000001,12650.0
6325,855.1600000000001,12652.0
6326,855.1800000000001,12654.0
6327,855.2,12656.0
6328,855.2,12658.0
6329,855.22,12660.0
6330,855.24,12662.0
6331,855.26,12664.0
6332,855.3,12666.0
6333,855.3799999999999,12668.0
6334,855.4399999999999,12670.0
6335,855.5,12672.0
6336,855.5600000000001,12674.0
6337,855.6,12676.0
6338,855.6200000000001,12678.0
6339,855.6600000000001,12680.0
6340,855.7,12682.0
6341,855.74,12684.0
6342,855.78,12686.0
6343,855.8,12688.0
6344,855.8,12690.0
6345,855.8,12692.0
6346,855.8,12694.0
6347,855.8199999999999,12696.0
6348,855.8399999999999,12698.0
6349,855.86,12700.0
6350,855.9,12702.0
6351,855.9399999999999,12704.0
6352,855.96,12706.0
6353,855.9799999999999,12708.0
6354,856.0200000000001,12710.0
6355,856.04,12712.0
6356,856.0600000000001,12714.0
6357,856.0799999999999,12716.0
6358,856.1200000000001,12718.0
6359,856.14,12720.0
6360,856.2,12722.0
6361,856.26,12724.0
6362,856.32,12726.0
6363,856.36,12728.0
6364,856.4,12730.0
6365,856.4,12732.0
6366,856.4,12734.0
6367,856.4,12736.0
6368,856.4,12738.0
6369,856.4200000000001,12740.0
6370,856.46,12742.0
6371,856.5,12744.0
6372,856.54,12746.0
6373,856.5799999999999,12748.0
6374,856.6200000000001,12750.0
6375,856.68,12752.0
6376,856.74,12754.0
6377,856.8,12756.0
6378,856.86,12758.0
6379,856.9,12760.0
6380,856.9200000000001,12762.0
6381,856.9399999999999,12764.0
6382,856.96,12766.0
6383,856.9799999999999,12768.0
6384,857.0,12770.0
6385,857.0,12772.0
6386,857.0,12774.0
6387,857.0,12776.0
6388,857.0,12778.0
6389,857.0200000000001,12780.0
6390,857.0600000000001,12782.0
6391,857.1,12784.0
6392,857.1600000000001,12786.0
6393,857.22,12788.0
6394,857.26,12790.0
6395,857.28,12792.0
6396,857.3,12794.0
6397,857.3,12796.0
6398,857.3,12798.0
6399,857.3,12800.0
6400,857.3,12802.0
6401,857.3,12804.0
6402,857.3,12806.0
6403,857.3,12808.0
6404,857.3,12810.0
6405,857.3,12812.0
6406,857.3,12814.0
6407,857.3,12816.0
6408,857.3,12818.0
6409,857.3199999999999,12820.0
6410,857.3399999999999,12822.0
6411,857.36,12824.0
6412,857.3799999999999,12826.0
6413,857.4,12828.0
6414,857.4200000000001,12830.0
6415,857.4399999999999,12832.0
6416,857.46,12834.0
6417,857.4799999999999,12836.0
6418,857.5,12838.0
6419,857.5,12840.0
6420,857.5,12842.0
6421,857.5200000000001,12844.0
6422,857.54,12846.0
6423,857.5799999999999,12848.0
6424,857.64,12850.0
6425,857.7,12852.0
6426,857.74,12854.0
6427,857.78,12856.0
6428,857.8,12858.0
6429,857.8,12860.0
6430,857.8,12862.0
6431,857.8,12864.0
6432,857.8,12866.0
6433,857.8,12868.0
6434,857.8,12870.0
6435,857.8199999999999,12872.0
6436,857.8399999999999,12874.0
6437,857.8799999999999,12876.0
6438,857.96,12878.0
6439,858.0600000000001,12880.0
6440,858.14,12882.0
6441,858.22,12884.0
6442,858.28,12886.0
6443,858.3,12888.0
6444,858.3,12890.0
6445,858.3199999999999,12892.0
6446,858.3399999999999,12894.0
6447,858.36,12896.0
6448,858.3799999999999,12898.0
6449,858.4200000000001,12900.0
6450,858.4399999999999,12902.0
6451,858.46,12904.0
6452,858.4799999999999,12906.0
6453,858.5,12908.0
6454,858.5,12910.0
6455,858.5,12912.0
6456,858.5,12914.0
6457,858.5,12916.0
6458,858.5,12918.0
6459,858.5,12920.0
6460,858.5200000000001,12922.0
6461,858.5799999999999,12924.0
6462,858.64,12926.0
6463,858.7,12928.0
6464,858.76,12930.0
6465,858.8,12932.0
6466,858.8,12934.0
6467,858.8199999999999,12936.0
6468,858.86,12938.0
6469,858.9,12940.0
6470,858.9399999999999,12942.0
6471,858.9799999999999,12944.0
6472,859.0,12946.0
6473,859.0,12948.0
6474,859.0,12950.0
6475,859.0,12952.0
6476,859.0200000000001,12954.0
6477,859.04,12956.0
6478,859.0600000000001,12958.0
6479,859.0799999999999,12960.0
6480,859.1,12962.0
6481,859.1,12964.0
6482,859.1,12966.0
6483,859.1,12968.0
6484,859.1200000000001,12970.0
6485,859.14,12972.0
6486,859.18,12974.0
6487,859.22,12976.0
6488,859.28,12978.0
6489,859.32,12980.0
6490,859.3799999999999,12982.0
6491,859.4399999999999,12984.0
6492,859.5,12986.0
6493,859.5600000000001,12988.0
6494,859.64,12990.0
6495,859.72,12992.0
6496,859.78,12994.0
6497,859.8399999999999,12996.0
6498,859.8799999999999,12998.0
6499,859.9200000000001,13000.0
6500,859.96,13002.0
6501,860.0200000000001,13004.0
6502,860.0799999999999,13006.0
6503,860.18,13008.0
6504,860.26,13010.0
6505,860.32,13012.0
6506,860.36,13014.0
6507,860.4,13016.0
6508,860.4,13018.0
6509,860.4,13020.0
6510,860.4,13022.0
6511,860.4,13024.0
6512,860.4,13026.0
6513,860.4200000000001,13028.0
6514,860.4399999999999,13030.0
6515,860.46,13032.0
6516,860.4799999999999,13034.0
6517,860.5,13036.0
6518,860.5,13038.0
6519,860.5200000000001,13040.0
6520,860.54,13042.0
6521,860.5799999999999,13044.0
6522,860.6200000000001,13046.0
6523,860.68,13048.0
6524,860.74,13050.0
6525,860.8,13052.0
6526,860.8399999999999,13054.0
6527,860.8799999999999,13056.0
6528,860.9,13058.0
6529,860.9,13060.0
6530,860.9200000000001,13062.0
6531,860.96,13064.0
6532,861.0,13066.0
6533,861.04,13068.0
6534,861.0799999999999,13070.0
6535,861.1,13072.0
6536,861.1,13074.0
6537,861.1,13076.0
6538,861.1,13078.0
6539,861.1,13080.0
6540,861.1,13082.0
6541,861.1,13084.0
6542,861.14,13086.0
6543,861.18,13088.0
6544,861.22,13090.0
6545,861.3,13092.0
6546,861.3799999999999,13094.0
6547,861.4200000000001,13096.0
6548,861.4799999999999,13098.0
6549,861.54,13100.0
6550,861.5600000000001,13102.0
6551,861.6,13104.0
6552,861.64,13106.0
6553,861.6600000000001,13108.0
6554,861.6800000000001,13110.0
6555,861.7,13112.0
6556,861.7,13114.0
6557,861.72,13116.0
6558,861.74,13118.0
6559,861.76,13120.0
6560,861.78,13122.0
6561,861.8,13124.0
6562,861.8,13126.0
6563,861.8,13128.0
6564,861.8,13130.0
6565,861.8,13132.0
6566,861.8,13134.0
6567,861.8199999999999,13136.0
6568,861.8399999999999,13138.0
6569,861.86,13140.0
6570,861.8799999999999,13142.0
6571,861.9200000000001,13144.0
6572,861.9399999999999,13146.0
6573,861.96,13148.0
6574,861.9799999999999,13150.0
6575,862.0,13152.0
6576,862.0,13154.0
6577,862.0200000000001,13156.0
6578,862.04,13158.0
6579,862.0799999999999,13160.0
6580,862.1200000000001,13162.0
6581,862.1600000000001,13164.0
6582,862.1800000000001,13166.0
6583,862.2,13168.0
6584,862.2,13170.0
6585,862.2,13172.0
6586,862.2,13174.0
6587,862.2,13176.0
6588,862.2,13178.0
6589,862.22,13180.0
6590,862.24,13182.0
6591,862.28,13184.0
6592,862.32,13186.0
6593,862.36,13188.0
6594,862.3799999999999,13190.0
6595,862.4,13192.0
6596,862.4,13194.0
6597,862.4,13196.0
6598,862.4,13198.0
6599,862.4,13200.0
6600,862.4,13202.0
6601,862.4,13204.0
6602,862.4,13206.0
6603,862.4,13208.0
6604,862.4,13210.0
6605,862.4,13212.0
6606,862.4200000000001,13214.0
6607,862.4399999999999,13216.0
6608,862.46,13218.0
6609,862.4799999999999,13220.0
6610,862.5200000000001,13222.0
6611,862.54,13224.0
6612,862.5799999999999,13226.0
6613,862.6200000000001,13228.0
6614,862.6600000000001,13230.0
6615,862.7,13232.0
6616,862.74,13234.0
6617,862.78,13236.0
6618,862.82,13238.0
6619,862.8799999999999,13240.0
6620,862.9200000000001,13242.0
6621,862.96,13244.0
6622,862.9799999999999,13246.0
6623,863.0,13248.0
6624,863.0200000000001,13250.0
6625,863.04,13252.0
6626,863.0600000000001,13254.0
6627,863.1200000000001,13256.0
6628,863.18,13258.0
6629,863.22,13260.0
6630,863.26,13262.0
6631,863.3,13264.0
6632,863.3,13266.0
6633,863.3199999999999,13268.0
6634,863.36,13270.0
6635,863.4,13272.0
6636,863.4399999999999,13274.0
6637,863.4799999999999,13276.0
6638,863.5,13278.0
6639,863.5200000000001,13280.0
6640,863.54,13282.0
6641,863.5600000000001,13284.0
6642,863.5799999999999,13286.0
6643,863.6,13288.0
6644,863.6,13290.0
6645,863.6,13292.0
6646,863.6,13294.0
6647,863.6200000000001,13296.0
6648,863.6600000000001,13298.0
6649,863.7,13300.0
6650,863.78,13302.0
6651,863.86,13304.0
6652,863.9200000000001,13306.0
6653,863.96,13308.0
6654,864.0,13310.0
6655,864.04,13312.0
6656,864.0799999999999,13314.0
6657,864.14,13316.0
6658,864.2,13318.0
6659,864.28,13320.0
6660,864.32,13322.0
6661,864.36,13324.0
6662,864.3799999999999,13326.0
6663,864.4200000000001,13328.0
6664,864.4399999999999,13330.0
6665,864.46,13332.0
6666,864.4799999999999,13334.0
6667,864.5,13336.0
6668,864.5200000000001,13338.0
6669,864.54,13340.0
6670,864.5600000000001,13342.0
6671,864.5799999999999,13344.0
6672,864.6200000000001,13346.0
6673,864.64,13348.0
6674,864.68,13350.0
6675,864.72,13352.0
6676,864.76,13354.0
6677,864.78,13356.0
6678,864.8199999999999,13358.0
6679,864.8399999999999,13360.0
6680,864.86,13362.0
6681,864.8799999999999,13364.0
6682,864.9,13366.0
6683,864.9,13368.0
6684,864.9,13370.0
6685,864.9200000000001,13372.0
6686,864.9399999999999,13374.0
6687,864.96,13376.0
6688,864.9799999999999,13378.0
6689,865.0,13380.0
6690,865.0,13382.0
6691,865.0,13384.0
6692,865.0,13386.0
6693,865.0200000000001,13388.0
6694,865.0600000000001,13390.0
6695,865.1,13392.0
6696,865.14,13394.0
6697,865.2,13396.0
6698,865.24,13398.0
6699,865.26,13400.0
6700,865.28,13402.0
6701,865.3,13404.0
6702,865.3,13406.0
6703,865.3,13408.0
6704,865.3,13410.0
6705,865.3,13412.0
6706,865.3,13414.0
6707,865.3,13416.0
6708,865.3,13418.0
6709,865.3199999999999,13420.0
6710,865.3399999999999,13422.0
6711,865.36,13424.0
6712,865.3799999999999,13426.0
6713,865.4,13428.0
6714,865.4,13430.0
6715,865.4,13432.0
6716,865.4,13434.0
6717,865.4,13436.0
6718,865.4,13438.0
6719,865.4,13440.0
6720,865.4200000000001,13442.0
6721,865.46,13444.0
6722,865.5,13446.0
6723,865.5600000000001,13448.0
6724,865.6200000000001,13450.0
6725,865.6600000000001,13452.0
6726,865.7,13454.0
6727,865.74,13456.0
6728,865.76,13458.0
6729,865.8,13460.0
6730,865.8399999999999,13462.0
6731,865.86,13464.0
6732,865.8799999999999,13466.0
6733,865.9,13468.0
6734,865.9,13470.0
6735,865.9,13472.0
6736,865.9,13474.0
6737,865.9,13476.0
6738,865.9,13478.0
6739,865.9,13480.0
6740,865.9,13482.0
6741,865.9,13484.0
6742,865.9,13486.0
6743,865.9200000000001,13488.0
6744,865.9399999999999,13490.0
6745,865.96,13492.0
6746,865.9799999999999,13494.0
6747,866.0,13496.0
6748,866.0200000000001,13498.0
6749,866.04,13500.0
6750,866.0600000000001,13502.0
6751,866.0799999999999,13504.0
6752,866.1,13506.0
6753,866.1,13508.0
6754,866.1200000000001,13510.0
6755,866.14,13512.0
6756,866.2,13514.0
6757,866.26,13516.0
6758,866.32,13518.0
6759,866.3799999999999,13520.0
6760,866.4399999999999,13522.0
6761,866.46,13524.0
6762,866.5,13526.0
6763,866.5600000000001,13528.0
6764,866.6200000000001,13530.0
6765,866.68,13532.0
6766,866.76,13534.0
6767,866.82,13536.0
6768,866.86,13538.0
6769,866.8799999999999,13540.0
6770,866.9,13542.0
6771,866.9,13544.0
6772,866.9200000000001,13546.0
6773,866.9399999999999,13548.0
6774,866.96,13550.0
6775,866.9799999999999,13552.0
6776,867.0,13554.0
6777,867.04,13556.0
6778,867.0799999999999,13558.0
6779,867.1200000000001,13560.0
6780,867.1600000000001,13562.0
6781,867.2,13564.0
6782,867.2,13566.0
6783,867.2,13568.0
6784,867.2,13570.0
6785,867.22,13572.0
6786,867.26,13574.0
6787,867.3,13576.0
6788,867.3399999999999,13578.0
6789,867.4399999999999,13580.0
6790,867.5200000000001,13582.0
6791,867.5799999999999,13584.0
6792,867.64,13586.0
6793,867.7,13588.0
6794,867.72,13590.0
6795,867.74,13592.0
6796,867.78,13594.0
6797,867.8399999999999,13596.0
6798,867.9,13598.0
6799,867.9399999999999,13600.0
6800,868.0,13602.0
6801,868.04,13604.0
6802,868.0799999999999,13606.0
6803,868.1200000000001,13608.0
6804,868.1600000000001,13610.0
6805,868.2,13612.0
6806,868.24,13614.0
6807,868.28,13616.0
6808,868.32,13618.0
6809,868.36,13620.0
6810,868.3799999999999,13622.0
6811,868.4,13624.0
6812,868.4,13626.0
6813,868.4,13628.0
6814,868.4,13630.0
6815,868.4,13632.0
6816,868.4,13634.0
6817,868.4,13636.0
6818,868.4,13638.0
6819,868.4,13640.0
6820,868.4,13642.0
6821,868.4,13644.0
6822,868.4,13646.0
6823,868.4,13648.0
6824,868.4200000000001,13650.0
6825,868.4399999999999,13652.0
6826,868.46,13654.0
6827,868.4799999999999,13656.0
6828,868.5200000000001,13658.0
6829,868.54,13660.0
6830,868.5799999999999,13662.0
6831,868.64,13664.0
6832,868.7,13666.0
6833,868.74,13668.0
6834,868.78,13670.0
6835,868.8,13672.0
6836,868.8,13674.0
6837,868.8,13676.0
6838,868.8,13678.0
6839,868.8199999999999,13680.0
6840,868.8399999999999,13682.0
6841,868.86,13684.0
6842,868.8799999999999,13686.0
6843,868.9,13688.0
6844,868.9200000000001,13690.0
6845,868.9399999999999,13692.0
6846,868.96,13694.0
6847,868.9799999999999,13696.0
6848,869.0,13698.0
6849,869.0,13700.0
6850,869.0200000000001,13702.0
6851,869.0799999999999,13704.0
6852,869.14,13706.0
6853,869.2,13708.0
6854,869.26,13710.0
6855,869.3199999999999,13712.0
6856,869.36,13714.0
6857,869.4,13716.0
6858,869.4399999999999,13718.0
6859,869.4799999999999,13720.0
6860,869.5,13722.0
6861,869.5200000000001,13724.0
6862,869.54,13726.0
6863,869.5600000000001,13728.0
6864,869.5799999999999,13730.0
6865,869.6,13732.0
6866,869.6,13734.0
6867,869.6,13736.0
6868,869.6,13738.0
6869,869.6200000000001,13740.0
6870,869.64,13742.0
6871,869.6600000000001,13744.0
6872,869.7,13746.0
6873,869.76,13748.0
6874,869.8,13750.0
6875,869.8399999999999,13752.0
6876,869.9,13754.0
6877,869.9399999999999,13756.0
6878,869.96,13758.0
6879,870.0,13760.0
6880,870.04,13762.0
6881,870.0600000000001,13764.0
6882,870.0799999999999,13766.0
6883,870.1,13768.0
6884,870.1,13770.0
6885,870.1,13772.0
6886,870.1,13774.0
6887,870.1200000000001,13776.0
6888,870.14,13778.0
6889,870.1600000000001,13780.0
6890,870.1800000000001,13782.0
6891,870.22,13784.0
6892,870.24,13786.0
6893,870.26,13788.0
6894,870.3,13790.0
6895,870.3399999999999,13792.0
6896,870.3799999999999,13794.0
6897,870.4200000000001,13796.0
6898,870.4799999999999,13798.0
6899,870.5200000000001,13800.0
6900,870.5600000000001,13802.0
6901,870.5799999999999,13804.0
6902,870.6,13806.0
6903,870.64,13808.0
6904,870.68,13810.0
6905,870.72,13812.0
6906,870.76,13814.0
6907,870.8,13816.0
6908,870.8199999999999,13818.0
6909,870.8399999999999,13820.0
6910,870.86,13822.0
6911,870.8799999999999,13824.0
6912,870.9200000000001,13826.0
6913,870.96,13828.0
6914,871.0200000000001,13830.0
6915,871.0799999999999,13832.0
6916,871.14,13834.0
6917,871.1800000000001,13836.0
6918,871.2,13838.0
6919,871.2,13840.0
6920,871.2,13842.0
6921,871.24,13844.0
6922,871.28,13846.0
6923,871.32,13848.0
6924,871.36,13850.0
6925,871.4,13852.0
6926,871.4,13854.0
6927,871.4,13856.0
6928,871.4,13858.0
6929,871.4,13860.0
6930,871.4,13862.0
6931,871.4,13864.0
6932,871.4,13866.0
6933,871.4200000000001,13868.0
6934,871.4399999999999,13870.0
6935,871.46,13872.0
6936,871.5,13874.0
6937,871.54,13876.0
6938,871.5600000000001,13878.0
6939,871.5799999999999,13880.0
6940,871.6,13882.0
6941,871.6,13884.0
6942,871.64,13886.0
6943,871.7,13888.0
6944,871.76,13890.0
6945,871.82,13892.0
6946,871.9,13894.0
6947,871.9399999999999,13896.0
6948,872.0,13898.0
6949,872.0600000000001,13900.0
6950,872.1200000000001,13902.0
6951,872.1600000000001,13904.0
6952,872.2,13906.0
6953,872.2,13908.0
6954,872.2,13910.0
6955,872.2,13912.0
6956,872.2,13914.0
6957,872.2,13916.0
6958,872.2,13918.0
6959,872.2,13920.0
6960,872.2,13922.0
6961,872.2,13924.0
6962,872.22,13926.0
6963,872.24,13928.0
6964,872.26,13930.0
6965,872.28,13932.0
6966,872.3,13934.0
6967,872.3,13936.0
6968,872.3,13938.0
6969,872.3199999999999,13940.0
6970,872.3399999999999,13942.0
6971,872.3799999999999,13944.0
6972,872.4200000000001,13946.0
6973,872.46,13948.0
6974,872.4799999999999,13950.0
6975,872.5,13952.0
6976,872.5,13954.0
6977,872.5,13956.0
6978,872.5200000000001,13958.0
6979,872.54,13960.0
6980,872.5600000000001,13962.0
6981,872.5799999999999,13964.0
6982,872.6200000000001,13966.0
6983,872.64,13968.0
6984,872.6600000000001,13970.0
6985,872.7,13972.0
6986,872.74,13974.0
6987,872.76,13976.0
6988,872.78,13978.0
6989,872.8199999999999,13980.0
6990,872.8399999999999,13982.0
6991,872.86,13984.0
6992,872.8799999999999,13986.0
6993,872.9,13988.0
6994,872.9,13990.0
6995,872.9,13992.0
6996,872.9,13994.0
6997,872.9,13996.0
6998,872.9200000000001,13998.0
6999,872.9399999999999,14000.0
7000,872.9799999999999,14002.0
7001,873.0200000000001,14004.0
7002,873.0600000000001,14006.0
7003,873.0799999999999,14008.0
7004,873.1,14010.0
7005,873.14,14012.0
7006,873.22,14014.0
7007,873.3,14016.0
7008,873.3799999999999,14018.0
7009,873.46,14020.0
7010,873.5,14022.0
7011,873.5,14024.0
7012,873.5,14026.0
7013,873.5,14028.0
7014,873.5200000000001,14030.0
7015,873.54,14032.0
7016,873.5600000000001,14034.0
7017,873.5799999999999,14036.0
7018,873.6,14038.0
7019,873.6,14040.0
7020,873.6,14042.0
7021,873.6,14044.0
7022,873.6200000000001,14046.0
7023,873.64,14048.0
7024,873.68,14050.0
7025,873.72,14052.0
7026,873.76,14054.0
7027,873.8,14056.0
7028,873.8399999999999,14058.0
7029,873.86,14060.0
7030,873.9,14062.0
7031,873.96,14064.0
7032,874.0,14066.0
7033,874.04,14068.0
7034,874.1,14070.0
7035,874.14,14072.0
7036,874.1600000000001,14074.0
7037,874.2,14076.0
7038,874.24,14078.0
7039,874.26,14080.0
7040,874.28,14082.0
7041,874.3,14084.0
7042,874.3,14086.0
7043,874.3,14088.0
7044,874.3199999999999,14090.0
7045,874.3399999999999,14092.0
7046,874.36,14094.0
7047,874.3799999999999,14096.0
7048,874.4,14098.0
7049,874.4,14100.0
7050,874.4,14102.0
7051,874.4399999999999,14104.0
7052,874.4799999999999,14106.0
7053,874.5200000000001,14108.0
7054,874.5799999999999,14110.0
7055,874.68,14112.0
7056,874.74,14114.0
7057,874.82,14116.0
7058,874.9,14118.0
7059,874.96,14120.0
7060,874.9799999999999,14122.0
7061,875.0,14124.0
7062,875.0,14126.0
7063,875.0,14128.0
7064,875.0,14130.0
7065,875.0,14132.0
7066,875.0,14134.0
7067,875.0200000000001,14136.0
7068,875.04,14138.0
7069,875.0600000000001,14140.0
7070,875.0799999999999,14142.0
7071,875.1,14144.0
7072,875.1,14146.0
7073,875.14,14148.0
7074,875.2,14150.0
7075,875.26,14152.0
7076,875.32,14154.0
7077,875.3799999999999,14156.0
7078,875.4,14158.0
7079,875.4,14160.0
7080,875.4,14162.0
7081,875.4,14164.0
7082,875.4,14166.0
7083,875.4,14168.0
7084,875.4200000000001,14170.0
7085,875.46,14172.0
7086,875.5,14174.0
7087,875.54,14176.0
7088,875.5799999999999,14178.0
7089,875.6,14180.0
