generation,fitness,nb_eval
178,123.32000000000001,358.0
179,124.0,360.0
180,124.7,362.0
181,125.46,364.0
182,126.35999999999999,366.0
183,126.9,368.0
184,127.44000000000001,370.0
185,127.96,372.0
186,128.48,374.0
187,128.84,376.0
188,129.26,378.0
189,129.68,380.0
190,130.06,382.0
191,130.5,384.0
192,131.14000000000001,386.0
193,131.85999999999999,388.0
194,132.72,390.0
195,133.64000000000001,392.0
196,134.57999999999998,394.0
197,135.32,396.0
198,135.9,398.0
199,136.35999999999999,400.0
200,136.78,402.0
201,137.1,404.0
202,137.4,406.0
203,137.94,408.0
204,138.44,410.0
205,139.1,412.0
206,139.84,414.0
207,140.64000000000001,416.0
208,141.42000000000002,418.0
209,142.22,420.0
210,142.84,422.0
211,143.45999999999998,424.0
212,144.1,426.0
213,144.62,428.0
214,145.16,430.0
215,145.64000000000001,432.0
216,146.2,434.0
217,146.78000000000003,436.0
218,147.42000000000002,438.0
219,148.06,440.0
220,148.8,442.0
221,149.4,444.0
222,149.92000000000002,446.0
223,150.26,448.0
224,150.66,450.0
225,151.16,452.0
226,151.68,454.0
227,152.24,456.0
228,152.92000000000002,458.0
229,153.45999999999998,460.0
230,154.02,462.0
231,154.57999999999998,464.0
232,155.06,466.0
233,155.76,468.0
234,156.7,470.0
235,157.52,472.0
236,158.32,474.0
237,159.1,476.0
238,159.58,478.0
239,159.9,480.0
240,160.22,482.0
241,160.72,484.0
242,161.3,486.0
243,161.85999999999999,488.0
244,162.48,490.0
245,163.06,492.0
246,163.44,494.0
247,163.92000000000002,496.0
248,164.44,498.0
249,165.04000000000002,500.0
250,165.66,502.0
251,166.28,504.0
252,166.78,506.0
253,167.4,508.0
254,167.94,510.0
255,168.56,512.0
256,169.28,514.0
257,170.04000000000002,516.0
258,170.8,518.0
259,171.52,520.0
260,172.08,522.0
261,172.58,524.0
262,173.04000000000002,526.0
263,173.4,528.0
264,173.74,530.0
265,174.18,532.0
266,174.78,534.0
267,175.35999999999999,536.0
268,175.94,538.0
269,176.48,540.0
270,176.94,542.0
271,177.26,544.0
272,177.57999999999998,546.0
273,177.88,548.0
274,178.2,550.0
275,178.7,552.0
276,179.12,554.0
277,179.66,556.0
278,180.24,558.0
279,180.92000000000002,560.0
280,181.48,562.0
281,182.1,564.0
282,182.64000000000001,566.0
283,183.22,568.0
284,183.74,570.0
285,184.4,572.0
286,185.0,574.0
287,185.54000000000002,576.0
288,186.06,578.0
289,186.57999999999998,580.0
290,186.94,582.0
291,187.32,584.0
292,187.82,586.0
293,188.28,588.0
294,188.68,590.0
295,189.06,592.0
296,189.5,594.0
297,189.94,596.0
298,190.35999999999999,598.0
299,190.74,600.0
300,191.18,602.0
301,191.7,604.0
302,192.12,606.0
303,192.5,608.0
304,192.9,610.0
305,193.35999999999999,612.0
306,193.68,614.0
307,194.0,616.0
308,194.4,618.0
309,194.82,620.0
310,195.21999999999997,622.0
311,195.57999999999998,624.0
312,196.06,626.0
313,196.48,628.0
314,196.98,630.0
315,197.38,632.0
316,197.98,634.0
317,198.52,636.0
318,199.1,638.0
319,199.7,640.0
320,200.34,642.0
321,200.78,644.0
322,201.14000000000001,646.0
323,201.66,648.0
324,202.1,650.0
325,202.5,652.0
326,203.04000000000002,654.0
327,203.6,656.0
328,203.95999999999998,658.0
329,204.4,660.0
330,204.94,662.0
331,205.48000000000002,664.0
332,206.01999999999998,666.0
333,206.66,668.0
334,207.2,670.0
335,207.6,672.0
336,207.94,674.0
337,208.38000000000002,676.0
338,208.71999999999997,678.0
339,209.08,680.0
340,209.51999999999998,682.0
341,209.94,684.0
342,210.24,686.0
343,210.51999999999998,688.0
344,210.9,690.0
345,211.26,692.0
346,211.68,694.0
347,212.24,696.0
348,212.8,698.0
349,213.21999999999997,700.0
350,213.6,702.0
351,214.0,704.0
352,214.28000000000003,706.0
353,214.68,708.0
354,215.08,710.0
355,215.56,712.0
356,215.95999999999998,714.0
357,216.51999999999998,716.0
358,217.0,718.0
359,217.44,720.0
360,217.94,722.0
361,218.58,724.0
362,219.1,726.0
363,219.7,728.0
364,220.4,730.0
365,220.94,732.0
366,221.38000000000002,734.0
367,221.76,736.0
368,222.21999999999997,738.0
369,222.61999999999998,740.0
370,223.14000000000001,742.0
371,223.54000000000002,744.0
372,223.98000000000002,746.0
373,224.3,748.0
374,224.68,750.0
375,225.1,752.0
376,225.54000000000002,754.0
377,226.16,756.0
378,226.76,758.0
379,227.34,760.0
380,227.84,762.0
381,228.4,764.0
382,228.9,766.0
383,229.38000000000002,768.0
384,229.84,770.0
385,230.24,772.0
386,230.61999999999998,774.0
387,230.82,776.0
388,231.04000000000002,778.0
389,231.32,780.0
390,231.76,782.0
391,232.26,784.0
392,232.82,786.0
393,233.44,788.0
394,233.94,790.0
395,234.35999999999999,792.0
396,234.8,794.0
397,235.2,796.0
398,235.5,798.0
399,235.98000000000002,800.0
400,236.6,802.0
401,237.08,804.0
402,237.58,806.0
403,238.18,808.0
404,238.66,810.0
405,238.94,812.0
406,239.28000000000003,814.0
407,239.7,816.0
408,240.1,818.0
409,240.5,820.0
410,240.94,822.0
411,241.42,824.0
412,241.78000000000003,826.0
413,242.2,828.0
414,242.56,830.0
415,242.95999999999998,832.0
416,243.34,834.0
417,243.88000000000002,836.0
418,244.4,838.0
419,245.08,840.0
420,245.66,842.0
421,246.26,844.0
422,246.78000000000003,846.0
423,247.18,848.0
424,247.51999999999998,850.0
425,247.92,852.0
426,248.24,854.0
427,248.51999999999998,856.0
428,248.98000000000002,858.0
429,249.4,860.0
430,249.76,862.0
431,250.24,864.0
432,250.76,866.0
433,251.11999999999998,868.0
434,251.51999999999998,870.0
435,252.08,872.0
436,252.66,874.0
437,253.16,876.0
438,253.7,878.0
439,254.21999999999997,880.0
440,254.58,882.0
441,254.78000000000003,884.0
442,255.14000000000001,886.0
443,255.44,888.0
444,255.66,890.0
445,256.04,892.0
446,256.42,894.0
447,256.66,896.0
448,256.98,898.0
449,257.4,900.0
450,257.82,902.0
451,258.24,904.0
452,258.84000000000003,906.0
453,259.4,908.0
454,259.94,910.0
455,260.38,912.0
456,260.82,914.0
457,261.1,916.0
458,261.38,918.0
459,261.76,920.0
460,262.14,922.0
461,262.58000000000004,924.0
462,263.02,926.0
463,263.38,928.0
464,263.7,930.0
465,263.96,932.0
466,264.18,934.0
467,264.44,936.0
468,264.78000000000003,938.0
469,265.15999999999997,940.0
470,265.52,942.0
471,265.91999999999996,944.0
472,266.38,946.0
473,266.8,948.0
474,267.16,950.0
475,267.62,952.0
476,268.14,954.0
477,268.68,956.0
478,269.2,958.0
479,269.74,960.0
480,270.4,962.0
481,271.0,964.0
482,271.54,966.0
483,272.1,968.0
484,272.58,970.0
485,272.9,972.0
486,273.15999999999997,974.0
487,273.4,976.0
488,273.8,978.0
489,274.14,980.0
490,274.62,982.0
491,275.15999999999997,984.0
492,275.76,986.0
493,276.15999999999997,988.0
494,276.82,990.0
495,277.28,992.0
496,277.71999999999997,994.0
497,278.1,996.0
498,278.5,998.0
499,278.65999999999997,1000.0
500,278.98,1002.0
501,279.36,1004.0
502,279.78000000000003,1006.0
503,280.2,1008.0
504,280.64,1010.0
505,281.0,1012.0
506,281.4,1014.0
507,281.71999999999997,1016.0
508,282.04,1018.0
509,282.48,1020.0
510,282.9,1022.0
511,283.3,1024.0
512,283.71999999999997,1026.0
513,284.14,1028.0
514,284.52,1030.0
515,284.9,1032.0
516,285.16,1034.0
517,285.44,1036.0
518,285.88,1038.0
519,286.26,1040.0
520,286.6,1042.0
521,286.96,1044.0
522,287.32,1046.0
523,287.64,1048.0
524,287.9,1050.0
525,288.2,1052.0
526,288.58000000000004,1054.0
527,288.91999999999996,1056.0
528,289.12,1058.0
529,289.32,1060.0
530,289.54,1062.0
531,289.76,1064.0
532,290.08000000000004,1066.0
533,290.56,1068.0
534,291.08000000000004,1070.0
535,291.62,1072.0
536,292.18,1074.0
537,292.68,1076.0
538,293.06000000000006,1078.0
539,293.58000000000004,1080.0
540,294.15999999999997,1082.0
541,294.74,1084.0
542,295.32,1086.0
543,295.9,1088.0
544,296.32,1090.0
545,296.7,1092.0
546,296.98,1094.0
547,297.26,1096.0
548,297.64,1098.0
549,298.02,1100.0
550,298.38,1102.0
551,298.86,1104.0
552,299.26,1106.0
553,299.52,1108.0
554,299.8,1110.0
555,300.02,1112.0
556,300.14,1114.0
557,300.28000000000003,1116.0
558,300.48,1118.0
559,300.71999999999997,1120.0
560,300.96,1122.0
561,301.26,1124.0
562,301.7,1126.0
563,302.24,1128.0
564,302.76,1130.0
565,303.34000000000003,1132.0
566,303.91999999999996,1134.0
567,304.36,1136.0
568,304.67999999999995,1138.0
569,304.97999999999996,1140.0
570,305.21999999999997,1142.0
571,305.44,1144.0
572,305.68,1146.0
573,306.0,1148.0
574,306.28000000000003,1150.0
575,306.58000000000004,1152.0
576,306.8,1154.0
577,307.12,1156.0
578,307.38,1158.0
579,307.7,1160.0
580,308.0,1162.0
581,308.3,1164.0
582,308.52,1166.0
583,308.71999999999997,1168.0
584,309.04,1170.0
585,309.36,1172.0
586,309.78000000000003,1174.0
587,310.2,1176.0
588,310.62,1178.0
589,310.91999999999996,1180.0
590,311.2,1182.0
591,311.52,1184.0
592,311.8,1186.0
593,312.1,1188.0
594,312.36,1190.0
595,312.71999999999997,1192.0
596,313.03999999999996,1194.0
597,313.38,1196.0
598,313.76,1198.0
599,314.21999999999997,1200.0
600,314.58000000000004,1202.0
601,314.92,1204.0
602,315.28000000000003,1206.0
603,315.64,1208.0
604,316.06,1210.0
605,316.7,1212.0
606,317.3,1214.0
607,317.86,1216.0
608,318.44,1218.0
609,318.91999999999996,1220.0
610,319.24,1222.0
611,319.64,1224.0
612,320.02000000000004,1226.0
613,320.34000000000003,1228.0
614,320.64,1230.0
615,320.9,1232.0
616,321.18,1234.0
617,321.58000000000004,1236.0
618,321.94,1238.0
619,322.34000000000003,1240.0
620,322.84000000000003,1242.0
621,323.28000000000003,1244.0
622,323.68,1246.0
623,324.1,1248.0
624,324.65999999999997,1250.0
625,325.24,1252.0
626,325.74,1254.0
627,326.18,1256.0
628,326.6,1258.0
629,326.9,1260.0
630,327.06,1262.0
631,327.3,1264.0
632,327.62,1266.0
633,328.02,1268.0
634,328.43999999999994,1270.0
635,328.91999999999996,1272.0
636,329.38,1274.0
637,329.73999999999995,1276.0
638,330.1,1278.0
639,330.36,1280.0
640,330.56,1282.0
641,330.84000000000003,1284.0
642,331.14,1286.0
643,331.54,1288.0
644,332.1,1290.0
645,332.71999999999997,1292.0
646,333.32,1294.0
647,333.96,1296.0
648,334.4,1298.0
649,334.71999999999997,1300.0
650,335.04,1302.0
651,335.36,1304.0
652,335.62,1306.0
653,335.9,1308.0
654,336.26,1310.0
655,336.54,1312.0
656,336.8,1314.0
657,337.14,1316.0
658,337.64,1318.0
659,338.08000000000004,1320.0
660,338.52,1322.0
661,338.91999999999996,1324.0
662,339.4,1326.0
663,339.74,1328.0
664,340.08000000000004,1330.0
665,340.46,1332.0
666,340.94,1334.0
667,341.41999999999996,1336.0
668,341.96,1338.0
669,342.44,1340.0
670,342.96,1342.0
671,343.32,1344.0
672,343.58000000000004,1346.0
673,343.86,1348.0
674,344.26,1350.0
675,344.6,1352.0
676,345.08000000000004,1354.0
677,345.54,1356.0
678,345.9,1358.0
679,346.14,1360.0
680,346.38,1362.0
681,346.5,1364.0
682,346.68,1366.0
683,346.86,1368.0
684,347.2,1370.0
685,347.52,1372.0
686,347.88,1374.0
687,348.21999999999997,1376.0
688,348.64,1378.0
689,348.9,1380.0
690,349.23999999999995,1382.0
691,349.58,1384.0
692,349.84,1386.0
693,350.03999999999996,1388.0
694,350.23999999999995,1390.0
695,350.53999999999996,1392.0
696,351.08,1394.0
697,351.65999999999997,1396.0
698,352.21999999999997,1398.0
699,352.96,1400.0
700,353.58000000000004,1402.0
701,354.08000000000004,1404.0
702,354.65999999999997,1406.0
703,355.21999999999997,1408.0
704,355.58000000000004,1410.0
705,356.04,1412.0
706,356.34000000000003,1414.0
707,356.52,1416.0
708,356.76,1418.0
709,357.02,1420.0
710,357.14,1422.0
711,357.23999999999995,1424.0
712,357.43999999999994,1426.0
713,357.64,1428.0
714,357.88,1430.0
715,358.1,1432.0
716,358.41999999999996,1434.0
717,358.8,1436.0
718,359.52,1438.0
719,360.18,1440.0
720,360.9,1442.0
721,361.56000000000006,1444.0
722,362.14,1446.0
723,362.56,1448.0
724,363.02,1450.0
725,363.44,1452.0
726,363.94,1454.0
727,364.5,1456.0
728,364.84000000000003,1458.0
729,365.18,1460.0
730,365.54,1462.0
731,365.78000000000003,1464.0
732,366.0,1466.0
733,366.24,1468.0
734,366.48,1470.0
735,366.8,1472.0
736,367.16,1474.0
737,367.48,1476.0
738,367.82,1478.0
739,368.14,1480.0
740,368.44,1482.0
741,368.71999999999997,1484.0
742,369.0,1486.0
743,369.3,1488.0
744,369.62,1490.0
745,369.9,1492.0
746,370.24,1494.0
747,370.5,1496.0
748,370.78,1498.0
749,371.14,1500.0
750,371.43999999999994,1502.0
751,371.73999999999995,1504.0
752,372.12,1506.0
753,372.41999999999996,1508.0
754,372.68,1510.0
755,372.96,1512.0
756,373.18,1514.0
757,373.41999999999996,1516.0
758,373.64,1518.0
759,373.88,1520.0
760,374.14,1522.0
761,374.41999999999996,1524.0
762,374.62,1526.0
763,374.9,1528.0
764,375.14,1530.0
765,375.36,1532.0
766,375.6,1534.0
767,376.0,1536.0
768,376.41999999999996,1538.0
769,376.84000000000003,1540.0
770,377.26,1542.0
771,377.68,1544.0
772,377.96,1546.0
773,378.14,1548.0
774,378.26,1550.0
775,378.5,1552.0
776,378.71999999999997,1554.0
777,378.91999999999996,1556.0
778,379.21999999999997,1558.0
779,379.54,1560.0
780,379.86,1562.0
781,380.17999999999995,1564.0
782,380.56,1566.0
783,380.98,1568.0
784,381.4,1570.0
785,381.68,1572.0
786,382.06000000000006,1574.0
787,382.38,1576.0
788,382.6,1578.0
789,382.9,1580.0
790,383.28000000000003,1582.0
791,383.65999999999997,1584.0
792,384.06,1586.0
793,384.44,1588.0
794,384.74,1590.0
795,384.98,1592.0
796,385.14,1594.0
797,385.34000000000003,1596.0
798,385.52,1598.0
799,385.67999999999995,1600.0
800,385.88,1602.0
801,386.02,1604.0
802,386.23999999999995,1606.0
803,386.5,1608.0
804,386.84000000000003,1610.0
805,387.26,1612.0
806,387.76,1614.0
807,388.15999999999997,1616.0
808,388.65999999999997,1618.0
809,389.12,1620.0
810,389.58000000000004,1622.0
811,390.14,1624.0
812,390.7,1626.0
813,391.18,1628.0
814,391.64,1630.0
815,392.0,1632.0
816,392.24,1634.0
817,392.48,1636.0
818,392.7,1638.0
819,392.98,1640.0
820,393.36,1642.0
821,393.74,1644.0
822,394.16,1646.0
823,394.56000000000006,1648.0
824,394.91999999999996,1650.0
825,395.14,1652.0
826,395.36,1654.0
827,395.5,1656.0
828,395.71999999999997,1658.0
829,395.9,1660.0
830,396.15999999999997,1662.0
831,396.46,1664.0
832,396.76,1666.0
833,397.06,1668.0
834,397.44,1670.0
835,397.78000000000003,1672.0
836,398.02,1674.0
837,398.26,1676.0
838,398.43999999999994,1678.0
839,398.6,1680.0
840,398.88,1682.0
841,399.18,1684.0
842,399.58000000000004,1686.0
843,399.94,1688.0
844,400.24,1690.0
845,400.44,1692.0
846,400.71999999999997,1694.0
847,400.98,1696.0
848,401.24,1698.0
849,401.5,1700.0
850,401.78000000000003,1702.0
851,402.0,1704.0
852,402.2,1706.0
853,402.44,1708.0
854,402.68,1710.0
855,402.91999999999996,1712.0
856,403.14,1714.0
857,403.4,1716.0
858,403.71999999999997,1718.0
859,404.15999999999997,1720.0
860,404.6,1722.0
861,405.04,1724.0
862,405.4,1726.0
863,405.7,1728.0
864,405.88,1730.0
865,406.02,1732.0
866,406.18,1734.0
867,406.32000000000005,1736.0
868,406.42,1738.0
869,406.54,1740.0
870,406.86,1742.0
871,407.15999999999997,1744.0
872,407.56,1746.0
873,408.08000000000004,1748.0
874,408.6,1750.0
875,409.06,1752.0
876,409.5,1754.0
877,409.84,1756.0
878,410.14,1758.0
879,410.52,1760.0
880,410.78000000000003,1762.0
881,411.06000000000006,1764.0
882,411.34,1766.0
883,411.56000000000006,1768.0
884,411.8,1770.0
885,412.08000000000004,1772.0
886,412.36,1774.0
887,412.62,1776.0
888,412.88,1778.0
889,413.02,1780.0
890,413.12,1782.0
891,413.28000000000003,1784.0
892,413.52,1786.0
893,413.84,1788.0
894,414.21999999999997,1790.0
895,414.56000000000006,1792.0
896,414.82,1794.0
897,415.08000000000004,1796.0
898,415.34,1798.0
899,415.62,1800.0
900,415.9,1802.0
901,416.26000000000005,1804.0
902,416.68,1806.0
903,417.02,1808.0
904,417.28000000000003,1810.0
905,417.58000000000004,1812.0
906,417.86,1814.0
907,418.08000000000004,1816.0
908,418.34,1818.0
909,418.78000000000003,1820.0
910,419.16,1822.0
911,419.53999999999996,1824.0
912,419.98,1826.0
913,420.35999999999996,1828.0
914,420.65999999999997,1830.0
915,420.98,1832.0
916,421.23999999999995,1834.0
917,421.43999999999994,1836.0
918,421.68,1838.0
919,421.86,1840.0
920,422.08000000000004,1842.0
921,422.34,1844.0
922,422.53999999999996,1846.0
923,422.78000000000003,1848.0
924,423.03999999999996,1850.0
925,423.28000000000003,1852.0
926,423.62,1854.0
927,423.93999999999994,1856.0
928,424.23999999999995,1858.0
929,424.5,1860.0
930,424.8,1862.0
931,424.98,1864.0
932,425.18,1866.0
933,425.38,1868.0
934,425.6,1870.0
935,425.8,1872.0
936,426.02,1874.0
937,426.28000000000003,1876.0
938,426.62,1878.0
939,426.96000000000004,1880.0
940,427.3,1882.0
941,427.68,1884.0
942,428.02,1886.0
943,428.21999999999997,1888.0
944,428.48,1890.0
945,428.71999999999997,1892.0
946,428.91999999999996,1894.0
947,429.18,1896.0
948,429.46000000000004,1898.0
949,429.64,1900.0
950,429.84,1902.0
951,430.06000000000006,1904.0
952,430.2,1906.0
953,430.36,1908.0
954,430.62,1910.0
955,430.9,1912.0
956,431.16,1914.0
957,431.43999999999994,1916.0
958,431.7,1918.0
959,432.0,1920.0
960,432.21999999999997,1922.0
961,432.46000000000004,1924.0
962,432.7,1926.0
963,432.96000000000004,1928.0
964,433.1,1930.0
965,433.3,1932.0
966,433.53999999999996,1934.0
967,433.76000000000005,1936.0
968,434.02,1938.0
969,434.3,1940.0
970,434.7,1942.0
971,435.0,1944.0
972,435.3,1946.0
973,435.53999999999996,1948.0
974,435.76000000000005,1950.0
975,435.88,1952.0
976,436.08000000000004,1954.0
977,436.4,1956.0
978,436.8,1958.0
979,437.32,1960.0
980,437.86,1962.0
981,438.32,1964.0
982,438.68,1966.0
983,439.0,1968.0
984,439.23999999999995,1970.0
985,439.43999999999994,1972.0
986,439.66,1974.0
987,439.9,1976.0
988,440.28000000000003,1978.0
989,440.64,1980.0
990,441.0,1982.0
991,441.48,1984.0
992,441.96000000000004,1986.0
993,442.34,1988.0
994,442.71999999999997,1990.0
995,443.18,1992.0
996,443.5,1994.0
997,443.8,1996.0
998,444.0,1998.0
999,444.18,2000.0
1000,444.21999999999997,2002.0
1001,444.26000000000005,2004.0
1002,444.3,2006.0
1003,444.38,2008.0
1004,444.53999999999996,2010.0
1005,444.71999999999997,2012.0
1006,445.03999999999996,2014.0
1007,445.36,2016.0
1008,445.66,2018.0
1009,445.96000000000004,2020.0
1010,446.23999999999995,2022.0
1011,446.4,2024.0
1012,446.53999999999996,2026.0
1013,446.66,2028.0
1014,446.68,2030.0
1015,446.7,2032.0
1016,446.78000000000003,2034.0
1017,446.88,2036.0
1018,447.03999999999996,2038.0
1019,447.23999999999995,2040.0
1020,447.52,2042.0
1021,447.71999999999997,2044.0
1022,447.96000000000004,2046.0
1023,448.26000000000005,2048.0
1024,448.56000000000006,2050.0
1025,448.8,2052.0
1026,449.08000000000004,2054.0
1027,449.36,2056.0
1028,449.56000000000006,2058.0
1029,449.76000000000005,2060.0
1030,450.12,2062.0
1031,450.5,2064.0
1032,450.82,2066.0
1033,451.1,2068.0
1034,451.36,2070.0
1035,451.58000000000004,2072.0
1036,451.82,2074.0
1037,452.12,2076.0
1038,452.43999999999994,2078.0
1039,452.78000000000003,2080.0
1040,453.03999999999996,2082.0
1041,453.21999999999997,2084.0
1042,453.4,2086.0
1043,453.66,2088.0
1044,453.93999999999994,2090.0
1045,454.16,2092.0
1046,454.4,2094.0
1047,454.7,2096.0
1048,454.9,2098.0
1049,455.14,2100.0
1050,455.4,2102.0
1051,455.66,2104.0
1052,455.93999999999994,2106.0
1053,456.21999999999997,2108.0
1054,456.43999999999994,2110.0
1055,456.66,2112.0
1056,456.88,2114.0
1057,456.96000000000004,2116.0
1058,457.2,2118.0
1059,457.43999999999994,2120.0
1060,457.66,2122.0
1061,457.91999999999996,2124.0
1062,458.26000000000005,2126.0
1063,458.46000000000004,2128.0
1064,458.64,2130.0
1065,458.88,2132.0
1066,459.14,2134.0
1067,459.36,2136.0
1068,459.56000000000006,2138.0
1069,459.73999999999995,2140.0
1070,459.9,2142.0
1071,459.98,2144.0
1072,460.06000000000006,2146.0
1073,460.18,2148.0
1074,460.36,2150.0
1075,460.53999999999996,2152.0
1076,460.8,2154.0
1077,461.02,2156.0
1078,461.26000000000005,2158.0
1079,461.48,2160.0
1080,461.7,2162.0
1081,461.91999999999996,2164.0
1082,462.14,2166.0
1083,462.4,2168.0
1084,462.66,2170.0
1085,462.93999999999994,2172.0
1086,463.16,2174.0
1087,463.43999999999994,2176.0
1088,463.66,2178.0
1089,463.98,2180.0
1090,464.26000000000005,2182.0
1091,464.52,2184.0
1092,464.71999999999997,2186.0
1093,464.88,2188.0
1094,464.98,2190.0
1095,465.18,2192.0
1096,465.43999999999994,2194.0
1097,465.82,2196.0
1098,466.21999999999997,2198.0
1099,466.53999999999996,2200.0
1100,466.76000000000005,2202.0
1101,467.02,2204.0
1102,467.21999999999997,2206.0
1103,467.43999999999994,2208.0
1104,467.76000000000005,2210.0
1105,468.1,2212.0
1106,468.34,2214.0
1107,468.56000000000006,2216.0
1108,468.76000000000005,2218.0
1109,468.98,2220.0
1110,469.16,2222.0
1111,469.36,2224.0
1112,469.6,2226.0
1113,469.88,2228.0
1114,470.03999999999996,2230.0
1115,470.2,2232.0
1116,470.46000000000004,2234.0
1117,470.64,2236.0
1118,470.8,2238.0
1119,470.96000000000004,2240.0
1120,471.2,2242.0
1121,471.32,2244.0
1122,471.46000000000004,2246.0
1123,471.68,2248.0
1124,471.93999999999994,2250.0
1125,472.12,2252.0
1126,472.34,2254.0
1127,472.62,2256.0
1128,472.91999999999996,2258.0
1129,473.18,2260.0
1130,473.43999999999994,2262.0
1131,473.73999999999995,2264.0
1132,473.98,2266.0
1133,474.12,2268.0
1134,474.3,2270.0
1135,474.48,2272.0
1136,474.58000000000004,2274.0
1137,474.73999999999995,2276.0
1138,474.9,2278.0
1139,475.08000000000004,2280.0
1140,475.32,2282.0
1141,475.58000000000004,2284.0
1142,475.78000000000003,2286.0
1143,475.93999999999994,2288.0
1144,476.12,2290.0
1145,476.32,2292.0
1146,476.5,2294.0
1147,476.66,2296.0
1148,476.86,2298.0
1149,477.02,2300.0
1150,477.1,2302.0
1151,477.2,2304.0
1152,477.3,2306.0
1153,477.52,2308.0
1154,477.82,2310.0
1155,478.18,2312.0
1156,478.52,2314.0
1157,478.88,2316.0
1158,479.23999999999995,2318.0
1159,479.52,2320.0
1160,479.84,2322.0
1161,480.16,2324.0
1162,480.5,2326.0
1163,480.68,2328.0
1164,480.86,2330.0
1165,480.98,2332.0
1166,481.2,2334.0
1167,481.38,2336.0
1168,481.64,2338.0
1169,482.02,2340.0
1170,482.43999999999994,2342.0
