generation,fitness,nb_evals
117,369.6,9440.0
118,372.0,9520.0
119,374.6,9600.0
120,376.6,9680.0
121,378.0,9760.0
122,379.2,9840.0
123,380.8,9920.0
124,382.5,10000.0
125,383.4,10080.0
126,385.5,10160.0
127,387.2,10240.0
128,389.0,10320.0
129,390.1,10400.0
130,391.4,10480.0
131,394.3,10560.0
132,395.2,10640.0
133,396.5,10720.0
134,398.5,10800.0
135,400.4,10880.0
136,401.5,10960.0
137,402.9,11040.0
138,404.8,11120.0
139,407.7,11200.0
140,409.4,11280.0
141,410.4,11360.0
142,411.5,11440.0
143,413.8,11520.0
144,415.4,11600.0
145,417.0,11680.0
146,418.9,11760.0
147,419.7,11840.0
148,421.4,11920.0
149,423.0,12000.0
150,424.3,12080.0
151,425.2,12160.0
152,426.3,12240.0
153,427.9,12320.0
154,429.4,12400.0
155,431.0,12480.0
156,432.4,12560.0
157,433.9,12640.0
158,435.2,12720.0
159,435.9,12800.0
160,437.4,12880.0
161,439.1,12960.0
162,440.7,13040.0
163,442.6,13120.0
164,444.5,13200.0
165,445.6,13280.0
166,447.3,13360.0
167,448.1,13440.0
168,449.0,13520.0
169,449.9,13600.0
170,450.8,13680.0
171,452.1,13760.0
172,453.9,13840.0
173,455.1,13920.0
174,456.0,14000.0
175,456.8,14080.0
176,458.0,14160.0
177,459.2,14240.0
178,460.5,14320.0
179,462.0,14400.0
180,463.4,14480.0
181,464.3,14560.0
182,464.9,14640.0
183,466.3,14720.0
184,467.7,14800.0
185,468.7,14880.0
186,469.8,14960.0
187,471.1,15040.0
188,472.4,15120.0
189,473.0,15200.0
190,474.5,15280.0
191,475.7,15360.0
192,477.1,15440.0
193,478.0,15520.0
194,478.7,15600.0
195,479.0,15680.0
196,479.9,15760.0
197,480.4,15840.0
198,481.4,15920.0
199,482.9,16000.0
200,483.7,16080.0
201,485.2,16160.0
202,485.9,16240.0
203,487.2,16320.0
204,488.3,16400.0
205,489.9,16480.0
206,491.2,16560.0
207,492.0,16640.0
208,493.6,16720.0
209,494.0,16800.0
210,495.1,16880.0
211,496.4,16960.0
212,497.7,17040.0
213,498.2,17120.0
214,499.1,17200.0
215,499.8,17280.0
216,500.3,17360.0
217,502.1,17440.0
218,502.8,17520.0
219,503.3,17600.0
220,504.9,17680.0
221,505.8,17760.0
222,506.7,17840.0
223,507.4,17920.0
224,508.6,18000.0
225,510.5,18080.0
226,510.9,18160.0
227,511.7,18240.0
228,511.9,18320.0
229,512.3,18400.0
230,513.6,18480.0
231,514.7,18560.0
232,516.2,18640.0
233,517.1,18720.0
234,517.8,18800.0
235,518.3,18880.0
236,519.7,18960.0
237,521.1,19040.0
238,522.0,19120.0
239,523.1,19200.0
240,523.7,19280.0
241,524.4,19360.0
242,525.7,19440.0
243,526.4,19520.0
244,527.0,19600.0
245,527.5,19680.0
246,528.1,19760.0
247,529.2,19840.0
248,529.8,19920.0
249,530.6,20000.0
250,530.9,20080.0
251,531.7,20160.0
252,532.4,20240.0
253,532.9,20320.0
254,533.4,20400.0
255,534.2,20480.0
256,534.7,20560.0
257,535.8,20640.0
258,537.7,20720.0
259,538.2,20800.0
260,539.1,20880.0
261,539.4,20960.0
262,540.5,21040.0
263,542.0,21120.0
264,542.5,21200.0
265,543.8,21280.0
266,544.4,21360.0
267,545.3,21440.0
268,545.8,21520.0
269,546.6,21600.0
270,547.1,21680.0
271,548.2,21760.0
272,549.1,21840.0
273,549.1,21920.0
274,549.8,22000.0
275,550.7,22080.0
276,551.4,22160.0
277,552.1,22240.0
278,553.4,22320.0
279,554.5,22400.0
280,555.1,22480.0
281,555.8,22560.0
282,556.4,22640.0
283,557.2,22720.0
284,557.8,22800.0
285,558.2,22880.0
286,559.1,22960.0
287,560.0,23040.0
288,561.2,23120.0
289,562.3,23200.0
290,562.9,23280.0
291,563.6,23360.0
292,564.6,23440.0
293,565.0,23520.0
294,565.6,23600.0
295,566.2,23680.0
296,566.5,23760.0
297,567.2,23840.0
298,567.9,23920.0
299,568.0,24000.0
300,568.4,24080.0
301,569.2,24160.0
302,569.7,24240.0
303,570.8,24320.0
304,571.4,24400.0
305,572.5,24480.0
306,573.6,24560.0
307,573.8,24640.0
308,574.7,24720.0
309,575.1,24800.0
310,575.9,24880.0
311,576.7,24960.0
312,577.1,25040.0
313,578.0,25120.0
314,578.7,25200.0
315,579.4,25280.0
316,579.9,25360.0
317,580.3,25440.0
318,581.0,25520.0
319,581.4,25600.0
320,581.9,25680.0
321,582.9,25760.0
322,583.4,25840.0
323,584.6,25920.0
324,585.2,26000.0
325,586.1,26080.0
326,587.6,26160.0
327,587.9,26240.0
328,588.3,26320.0
329,588.8,26400.0
330,589.6,26480.0
331,590.0,26560.0
332,590.3,26640.0
333,590.7,26720.0
334,591.7,26800.0
335,592.0,26880.0
336,592.4,26960.0
337,593.4,27040.0
338,593.5,27120.0
339,593.8,27200.0
340,594.1,27280.0
341,594.6,27360.0
342,595.0,27440.0
343,595.2,27520.0
344,595.4,27600.0
345,595.6,27680.0
346,595.9,27760.0
347,596.6,27840.0
348,597.7,27920.0
349,598.4,28000.0
350,599.7,28080.0
351,600.4,28160.0
352,601.4,28240.0
353,602.0,28320.0
354,602.5,28400.0
355,602.7,28480.0
356,603.4,28560.0
357,603.8,28640.0
358,604.1,28720.0
359,605.2,28800.0
360,605.5,28880.0
361,605.7,28960.0
362,606.3,29040.0
363,606.9,29120.0
364,607.4,29200.0
365,607.8,29280.0
366,608.6,29360.0
367,608.9,29440.0
368,609.2,29520.0
369,609.9,29600.0
370,610.4,29680.0
371,610.9,29760.0
372,611.4,29840.0
373,611.9,29920.0
374,612.2,30000.0
375,612.9,30080.0
376,613.3,30160.0
377,613.7,30240.0
378,614.2,30320.0
379,614.7,30400.0
380,615.6,30480.0
381,616.4,30560.0
382,617.0,30640.0
383,617.4,30720.0
384,618.1,30800.0
385,619.3,30880.0
386,619.6,30960.0
387,620.2,31040.0
388,620.5,31120.0
389,621.4,31200.0
390,621.9,31280.0
391,622.4,31360.0
392,622.4,31440.0
393,623.1,31520.0
394,623.4,31600.0
395,624.3,31680.0
396,625.2,31760.0
397,626.1,31840.0
398,626.2,31920.0
399,626.7,32000.0
400,627.0,32080.0
401,627.3,32160.0
402,627.6,32240.0
403,628.3,32320.0
404,628.5,32400.0
405,628.9,32480.0
406,629.1,32560.0
407,629.3,32640.0
408,629.9,32720.0
409,630.0,32800.0
410,630.3,32880.0
411,630.6,32960.0
412,631.6,33040.0
413,631.8,33120.0
414,632.0,33200.0
415,632.5,33280.0
416,632.9,33360.0
417,633.0,33440.0
418,633.5,33520.0
419,634.0,33600.0
420,634.2,33680.0
421,634.8,33760.0
422,635.3,33840.0
423,635.5,33920.0
424,635.9,34000.0
425,636.7,34080.0
426,637.1,34160.0
427,637.2,34240.0
428,637.8,34320.0
429,638.2,34400.0
430,638.2,34480.0
431,638.6,34560.0
432,639.2,34640.0
433,639.5,34720.0
434,639.7,34800.0
435,639.9,34880.0
436,640.4,34960.0
437,640.6,35040.0
438,641.0,35120.0
439,641.3,35200.0
440,641.5,35280.0
441,642.1,35360.0
442,642.1,35440.0
443,642.3,35520.0
444,643.3,35600.0
445,643.6,35680.0
446,644.0,35760.0
447,644.2,35840.0
448,644.4,35920.0
449,644.7,36000.0
450,645.3,36080.0
451,645.7,36160.0
452,646.5,36240.0
453,646.8,36320.0
454,647.4,36400.0
455,648.0,36480.0
456,648.5,36560.0
457,648.6,36640.0
458,649.0,36720.0
459,649.4,36800.0
460,649.9,36880.0
461,650.6,36960.0
462,651.2,37040.0
463,651.5,37120.0
464,652.5,37200.0
465,652.8,37280.0
466,653.4,37360.0
467,653.9,37440.0
468,654.1,37520.0
469,654.5,37600.0
470,655.0,37680.0
471,655.4,37760.0
472,655.7,37840.0
473,655.9,37920.0
474,656.4,38000.0
475,656.9,38080.0
476,657.4,38160.0
477,658.0,38240.0
478,658.7,38320.0
479,659.1,38400.0
480,659.3,38480.0
481,659.6,38560.0
482,659.9,38640.0
483,660.2,38720.0
484,660.9,38800.0
485,661.0,38880.0
486,661.2,38960.0
487,661.6,39040.0
488,662.0,39120.0
489,662.6,39200.0
490,662.9,39280.0
491,663.1,39360.0
492,663.4,39440.0
493,663.7,39520.0
494,664.0,39600.0
495,664.4,39680.0
496,664.6,39760.0
497,664.9,39840.0
498,665.3,39920.0
499,665.5,40000.0
500,666.0,40080.0
501,666.3,40160.0
502,666.5,40240.0
503,667.0,40320.0
504,667.3,40400.0
505,667.4,40480.0
506,667.7,40560.0
507,667.9,40640.0
508,668.3,40720.0
509,668.6,40800.0
510,668.8,40880.0
511,668.9,40960.0
512,668.9,41040.0
513,668.9,41120.0
514,669.1,41200.0
515,669.4,41280.0
516,669.9,41360.0
517,670.0,41440.0
518,670.3,41520.0
519,670.5,41600.0
520,670.8,41680.0
521,671.3,41760.0
522,671.8,41840.0
523,671.9,41920.0
524,672.2,42000.0
525,672.3,42080.0
526,672.9,42160.0
527,673.6,42240.0
528,673.9,42320.0
529,674.4,42400.0
530,674.5,42480.0
531,674.9,42560.0
532,675.1,42640.0
533,675.5,42720.0
534,675.6,42800.0
535,675.9,42880.0
536,676.2,42960.0
537,676.7,43040.0
538,676.9,43120.0
539,677.4,43200.0
540,677.8,43280.0
541,677.9,43360.0
542,678.5,43440.0
543,678.8,43520.0
544,678.9,43600.0
545,679.7,43680.0
546,679.7,43760.0
547,679.8,43840.0
548,680.2,43920.0
549,681.0,44000.0
550,681.0,44080.0
551,681.2,44160.0
552,681.7,44240.0
553,681.7,44320.0
554,681.9,44400.0
555,682.2,44480.0
556,682.4,44560.0
557,682.6,44640.0
558,683.2,44720.0
559,683.4,44800.0
560,683.7,44880.0
561,684.0,44960.0
562,684.7,45040.0
563,685.3,45120.0
564,685.6,45200.0
565,686.1,45280.0
566,686.5,45360.0
567,687.1,45440.0
568,687.2,45520.0
569,688.0,45600.0
570,688.4,45680.0
571,688.8,45760.0
572,688.8,45840.0
573,689.3,45920.0
574,689.9,46000.0
575,690.2,46080.0
576,690.3,46160.0
577,690.3,46240.0
578,690.6,46320.0
579,691.0,46400.0
580,691.2,46480.0
581,691.5,46560.0
582,691.7,46640.0
583,691.9,46720.0
584,692.1,46800.0
585,692.6,46880.0
586,693.3,46960.0
587,693.6,47040.0
588,693.8,47120.0
589,694.6,47200.0
590,694.9,47280.0
591,695.1,47360.0
592,695.4,47440.0
593,695.8,47520.0
594,695.9,47600.0
595,696.1,47680.0
596,696.4,47760.0
597,696.8,47840.0
598,696.9,47920.0
599,697.0,48000.0
600,697.2,48080.0
601,697.6,48160.0
602,697.8,48240.0
603,698.1,48320.0
604,698.6,48400.0
605,698.8,48480.0
606,699.2,48560.0
607,699.2,48640.0
608,699.3,48720.0
609,699.9,48800.0
610,700.9,48880.0
611,701.2,48960.0
612,701.6,49040.0
613,701.7,49120.0
614,701.9,49200.0
615,702.0,49280.0
616,702.3,49360.0
617,702.4,49440.0
618,702.9,49520.0
619,703.2,49600.0
620,703.5,49680.0
621,704.1,49760.0
622,704.8,49840.0
623,705.3,49920.0
624,705.5,50000.0
625,705.5,50080.0
626,705.7,50160.0
627,705.7,50240.0
628,705.9,50320.0
629,706.6,50400.0
630,707.5,50480.0
631,707.6,50560.0
632,707.9,50640.0
633,708.2,50720.0
634,708.6,50800.0
635,708.7,50880.0
636,708.7,50960.0
637,709.3,51040.0
638,709.7,51120.0
639,709.7,51200.0
640,709.7,51280.0
641,710.1,51360.0
642,710.1,51440.0
643,710.4,51520.0
644,711.1,51600.0
645,711.4,51680.0
646,711.6,51760.0
647,711.9,51840.0
648,712.2,51920.0
649,712.6,52000.0
650,713.0,52080.0
651,713.2,52160.0
652,713.9,52240.0
653,714.1,52320.0
654,714.2,52400.0
655,714.4,52480.0
656,714.4,52560.0
657,714.6,52640.0
658,714.6,52720.0
659,715.0,52800.0
660,715.2,52880.0
661,715.2,52960.0
662,715.5,53040.0
663,715.6,53120.0
664,715.9,53200.0
665,715.9,53280.0
666,716.2,53360.0
667,716.5,53440.0
668,716.7,53520.0
669,717.0,53600.0
670,717.2,53680.0
671,717.4,53760.0
672,717.5,53840.0
673,718.1,53920.0
674,718.4,54000.0
675,718.8,54080.0
676,719.2,54160.0
677,719.5,54240.0
678,719.7,54320.0
679,719.8,54400.0
680,720.0,54480.0
681,720.1,54560.0
682,721.1,54640.0
683,721.7,54720.0
684,722.1,54800.0
685,722.5,54880.0
686,722.6,54960.0
687,722.8,55040.0
688,723.2,55120.0
689,723.2,55200.0
690,723.5,55280.0
691,723.6,55360.0
692,723.8,55440.0
693,724.2,55520.0
694,724.7,55600.0
695,724.9,55680.0
696,725.1,55760.0
697,725.2,55840.0
698,725.4,55920.0
699,725.8,56000.0
700,726.3,56080.0
701,726.6,56160.0
702,726.9,56240.0
703,727.1,56320.0
704,727.2,56400.0
705,727.3,56480.0
706,727.7,56560.0
707,727.7,56640.0
708,728.1,56720.0
709,728.5,56800.0
710,728.9,56880.0
711,729.1,56960.0
712,729.4,57040.0
713,729.6,57120.0
714,729.8,57200.0
715,730.0,57280.0
716,730.3,57360.0
717,730.7,57440.0
718,731.3,57520.0
719,731.6,57600.0
720,731.9,57680.0
721,732.4,57760.0
722,732.5,57840.0
723,732.8,57920.0
724,733.2,58000.0
725,733.5,58080.0
726,733.6,58160.0
727,733.8,58240.0
728,734.3,58320.0
729,735.2,58400.0
730,735.5,58480.0
731,735.5,58560.0
732,735.9,58640.0
733,735.9,58720.0
734,736.1,58800.0
735,736.1,58880.0
736,736.3,58960.0
737,736.4,59040.0
738,736.8,59120.0
739,736.8,59200.0
740,737.1,59280.0
741,737.1,59360.0
742,737.2,59440.0
743,737.4,59520.0
744,737.9,59600.0
745,738.1,59680.0
746,738.6,59760.0
747,738.8,59840.0
748,739.1,59920.0
749,739.5,60000.0
750,739.6,60080.0
751,739.8,60160.0
752,740.0,60240.0
753,740.2,60320.0
754,740.2,60400.0
755,740.3,60480.0
756,740.8,60560.0
757,741.0,60640.0
758,741.0,60720.0
759,741.1,60800.0
760,741.4,60880.0
761,741.5,60960.0
762,741.9,61040.0
763,742.1,61120.0
764,742.7,61200.0
765,742.9,61280.0
766,743.0,61360.0
767,743.4,61440.0
768,743.5,61520.0
769,743.7,61600.0
770,743.8,61680.0
771,743.8,61760.0
772,743.9,61840.0
773,744.0,61920.0
774,744.3,62000.0
775,744.5,62080.0
776,744.6,62160.0
777,744.8,62240.0
778,744.8,62320.0
779,744.9,62400.0
780,745.0,62480.0
781,745.0,62560.0
782,745.3,62640.0
783,746.1,62720.0
784,746.4,62800.0
785,746.6,62880.0
786,746.8,62960.0
787,747.1,63040.0
788,747.3,63120.0
789,747.3,63200.0
790,747.5,63280.0
791,748.1,63360.0
792,748.4,63440.0
793,749.0,63520.0
794,749.2,63600.0
795,749.6,63680.0
796,749.9,63760.0
797,750.2,63840.0
798,750.3,63920.0
799,750.4,64000.0
800,750.4,64080.0
801,750.4,64160.0
802,750.6,64240.0
803,750.7,64320.0
804,750.8,64400.0
805,751.2,64480.0
806,751.4,64560.0
807,751.7,64640.0
808,751.8,64720.0
809,752.1,64800.0
810,752.2,64880.0
811,752.3,64960.0
812,752.4,65040.0
813,752.5,65120.0
814,752.8,65200.0
815,752.9,65280.0
816,753.2,65360.0
817,753.3,65440.0
818,753.4,65520.0
819,753.7,65600.0
820,753.8,65680.0
821,753.9,65760.0
822,754.1,65840.0
823,754.2,65920.0
824,754.4,66000.0
825,754.7,66080.0
826,754.8,66160.0
827,755.1,66240.0
828,755.3,66320.0
829,755.6,66400.0
830,755.7,66480.0
831,756.0,66560.0
832,756.4,66640.0
833,756.6,66720.0
834,756.8,66800.0
835,756.9,66880.0
836,757.2,66960.0
837,757.2,67040.0
838,757.4,67120.0
839,757.6,67200.0
840,757.6,67280.0
841,757.7,67360.0
842,757.7,67440.0
843,758.0,67520.0
844,758.1,67600.0
845,758.2,67680.0
846,758.4,67760.0
847,758.5,67840.0
848,759.0,67920.0
849,759.1,68000.0
850,759.2,68080.0
851,759.3,68160.0
852,759.7,68240.0
853,760.0,68320.0
854,760.2,68400.0
855,760.4,68480.0
856,761.3,68560.0
857,761.5,68640.0
858,761.6,68720.0
859,761.9,68800.0
860,761.9,68880.0
861,762.0,68960.0
862,762.2,69040.0
863,762.6,69120.0
864,763.0,69200.0
865,763.3,69280.0
866,763.4,69360.0
867,763.7,69440.0
868,763.8,69520.0
869,764.0,69600.0
870,764.0,69680.0
871,764.1,69760.0
872,764.2,69840.0
873,764.3,69920.0
874,764.7,70000.0
875,764.7,70080.0
876,764.8,70160.0
877,764.9,70240.0
878,765.2,70320.0
879,765.3,70400.0
880,765.5,70480.0
881,765.5,70560.0
882,765.7,70640.0
883,766.1,70720.0
884,766.4,70800.0
885,766.4,70880.0
886,766.7,70960.0
887,766.9,71040.0
888,767.0,71120.0
889,767.2,71200.0
890,767.9,71280.0
891,768.2,71360.0
892,768.3,71440.0
893,768.5,71520.0
894,768.8,71600.0
895,768.9,71680.0
896,769.0,71760.0
897,769.2,71840.0
898,769.3,71920.0
899,769.6,72000.0
900,769.9,72080.0
901,770.2,72160.0
902,770.7,72240.0
903,771.0,72320.0
904,771.4,72400.0
905,771.5,72480.0
906,772.0,72560.0
907,772.3,72640.0
908,772.5,72720.0
909,772.6,72800.0
910,773.0,72880.0
911,773.0,72960.0
912,773.0,73040.0
913,773.1,73120.0
914,773.2,73200.0
915,773.2,73280.0
916,773.4,73360.0
917,773.7,73440.0
918,773.9,73520.0
919,774.0,73600.0
920,774.2,73680.0
921,774.8,73760.0
922,775.0,73840.0
923,775.3,73920.0
924,775.6,74000.0
925,775.9,74080.0
926,776.1,74160.0
927,776.2,74240.0
928,776.2,74320.0
929,776.3,74400.0
930,776.5,74480.0
931,776.6,74560.0
932,777.2,74640.0
933,777.3,74720.0
934,777.5,74800.0
935,777.7,74880.0
936,778.1,74960.0
937,778.4,75040.0
938,778.5,75120.0
939,778.8,75200.0
940,779.0,75280.0
941,779.2,75360.0
942,779.3,75440.0
943,779.6,75520.0
944,779.6,75600.0
945,780.0,75680.0
946,780.2,75760.0
947,780.2,75840.0
948,780.2,75920.0
949,780.8,76000.0
950,781.0,76080.0
951,781.1,76160.0
952,781.4,76240.0
953,781.8,76320.0
954,782.0,76400.0
955,782.4,76480.0
956,782.9,76560.0
957,782.9,76640.0
958,783.1,76720.0
959,783.1,76800.0
960,783.4,76880.0
961,783.6,76960.0
962,783.9,77040.0
963,784.4,77120.0
964,784.7,77200.0
965,784.7,77280.0
966,784.9,77360.0
967,785.1,77440.0
968,785.1,77520.0
969,785.2,77600.0
970,785.4,77680.0
971,785.6,77760.0
972,785.8,77840.0
973,785.9,77920.0
974,786.4,78000.0
975,786.7,78080.0
976,786.9,78160.0
977,787.2,78240.0
978,787.4,78320.0
979,787.4,78400.0
980,787.5,78480.0
981,787.5,78560.0
982,787.9,78640.0
983,788.1,78720.0
984,788.4,78800.0
985,788.6,78880.0
986,788.7,78960.0
987,788.9,79040.0
988,789.0,79120.0
989,789.3,79200.0
990,789.3,79280.0
991,789.5,79360.0
992,789.6,79440.0
993,789.7,79520.0
994,789.9,79600.0
995,790.0,79680.0
996,790.3,79760.0
997,790.9,79840.0
998,791.0,79920.0
999,791.1,80000.0
1000,791.3,80080.0
1001,791.3,80160.0
1002,791.5,80240.0
1003,791.8,80320.0
1004,792.0,80400.0
1005,792.5,80480.0
1006,792.6,80560.0
1007,793.1,80640.0
1008,793.3,80720.0
1009,793.3,80800.0
1010,793.7,80880.0
1011,793.8,80960.0
1012,794.1,81040.0
1013,794.4,81120.0
1014,794.7,81200.0
1015,794.9,81280.0
1016,795.1,81360.0
1017,795.4,81440.0
1018,795.6,81520.0
1019,795.7,81600.0
1020,796.0,81680.0
1021,796.2,81760.0
1022,796.3,81840.0
1023,796.4,81920.0
1024,796.5,82000.0
1025,796.6,82080.0
1026,796.6,82160.0
1027,796.7,82240.0
1028,796.8,82320.0
1029,797.2,82400.0
1030,797.4,82480.0
1031,797.5,82560.0
1032,798.1,82640.0
1033,798.1,82720.0
1034,798.2,82800.0
1035,798.4,82880.0
1036,798.5,82960.0
1037,798.7,83040.0
1038,798.8,83120.0
1039,798.9,83200.0
1040,799.2,83280.0
1041,799.6,83360.0
1042,799.7,83440.0
1043,799.8,83520.0
1044,799.9,83600.0
1045,800.0,83680.0
1046,800.0,83760.0
1047,800.2,83840.0
1048,800.4,83920.0
1049,800.6,84000.0
1050,800.9,84080.0
1051,801.0,84160.0
1052,801.5,84240.0
1053,801.7,84320.0
1054,801.8,84400.0
1055,801.8,84480.0
1056,801.9,84560.0
1057,802.1,84640.0
1058,802.3,84720.0
1059,802.6,84800.0
1060,802.7,84880.0
1061,802.9,84960.0
1062,803.2,85040.0
1063,803.2,85120.0
1064,803.3,85200.0
1065,803.6,85280.0
1066,803.8,85360.0
1067,804.0,85440.0
1068,804.1,85520.0
1069,804.4,85600.0
1070,805.0,85680.0
1071,805.0,85760.0
1072,805.2,85840.0
1073,805.4,85920.0
1074,805.6,86000.0
1075,805.8,86080.0
1076,805.9,86160.0
1077,805.9,86240.0
1078,806.0,86320.0
1079,806.4,86400.0
1080,806.5,86480.0
1081,806.6,86560.0
1082,806.6,86640.0
1083,806.8,86720.0
1084,807.0,86800.0
1085,807.0,86880.0
1086,807.4,86960.0
1087,807.4,87040.0
1088,807.9,87120.0
1089,808.1,87200.0
1090,808.4,87280.0
1091,808.6,87360.0
1092,808.8,87440.0
1093,808.8,87520.0
1094,809.1,87600.0
1095,809.1,87680.0
1096,809.2,87760.0
1097,809.4,87840.0
1098,809.6,87920.0
1099,809.6,88000.0
1100,809.7,88080.0
1101,809.9,88160.0
1102,809.9,88240.0
1103,810.0,88320.0
1104,810.5,88400.0
1105,810.5,88480.0
1106,810.6,88560.0
1107,810.7,88640.0
1108,810.9,88720.0
1109,811.1,88800.0
1110,811.2,88880.0
1111,811.4,88960.0
1112,811.6,89040.0
1113,811.8,89120.0
1114,811.9,89200.0
1115,811.9,89280.0
1116,812.0,89360.0
1117,812.0,89440.0
1118,812.2,89520.0
1119,812.2,89600.0
1120,812.3,89680.0
1121,812.3,89760.0
1122,812.4,89840.0
1123,812.5,89920.0
1124,812.6,90000.0
1125,812.7,90080.0
1126,812.8,90160.0
1127,813.0,90240.0
1128,813.1,90320.0
1129,813.3,90400.0
1130,813.4,90480.0
1131,813.5,90560.0
1132,813.7,90640.0
1133,813.9,90720.0
1134,814.0,90800.0
1135,814.0,90880.0
1136,814.2,90960.0
1137,814.5,91040.0
1138,814.7,91120.0
1139,814.8,91200.0
1140,814.9,91280.0
1141,815.0,91360.0
1142,815.4,91440.0
1143,815.6,91520.0
1144,815.8,91600.0
1145,816.0,91680.0
1146,816.2,91760.0
1147,816.2,91840.0
1148,816.4,91920.0
1149,816.7,92000.0
1150,816.8,92080.0
1151,817.0,92160.0
1152,817.3,92240.0
1153,817.6,92320.0
1154,817.7,92400.0
1155,817.7,92480.0
1156,817.9,92560.0
1157,817.9,92640.0
1158,818.0,92720.0
1159,818.3,92800.0
1160,818.6,92880.0
1161,818.6,92960.0
1162,819.0,93040.0
1163,819.1,93120.0
1164,819.2,93200.0
1165,819.4,93280.0
1166,819.5,93360.0
1167,819.8,93440.0
1168,819.9,93520.0
1169,820.1,93600.0
1170,820.2,93680.0
1171,820.3,93760.0
1172,820.5,93840.0
1173,820.9,93920.0
1174,821.2,94000.0
1175,821.4,94080.0
1176,821.7,94160.0
1177,822.2,94240.0
1178,822.2,94320.0
1179,822.3,94400.0
1180,822.4,94480.0
1181,822.6,94560.0
1182,822.6,94640.0
1183,822.8,94720.0
1184,822.9,94800.0
1185,823.0,94880.0
1186,823.0,94960.0
1187,823.1,95040.0
1188,823.1,95120.0
1189,823.1,95200.0
1190,823.2,95280.0
1191,823.4,95360.0
1192,823.8,95440.0
1193,823.8,95520.0
1194,823.8,95600.0
1195,823.9,95680.0
1196,824.0,95760.0
1197,824.2,95840.0
1198,824.5,95920.0
1199,824.6,96000.0
1200,824.7,96080.0
1201,824.8,96160.0
1202,824.9,96240.0
1203,825.0,96320.0
1204,825.3,96400.0
1205,825.5,96480.0
1206,825.6,96560.0
1207,825.7,96640.0
1208,825.9,96720.0
1209,826.1,96800.0
1210,826.2,96880.0
1211,826.5,96960.0
1212,826.6,97040.0
1213,826.8,97120.0
1214,826.9,97200.0
1215,827.0,97280.0
1216,827.2,97360.0
1217,827.4,97440.0
1218,827.5,97520.0
1219,827.8,97600.0
1220,827.9,97680.0
1221,828.1,97760.0
1222,828.3,97840.0
1223,828.3,97920.0
1224,828.4,98000.0
1225,828.7,98080.0
1226,828.9,98160.0
1227,829.1,98240.0
1228,829.3,98320.0
1229,829.4,98400.0
1230,829.5,98480.0
1231,829.8,98560.0
1232,830.0,98640.0
1233,830.2,98720.0
1234,830.4,98800.0
1235,830.7,98880.0
1236,830.9,98960.0
1237,831.1,99040.0
1238,831.3,99120.0
1239,831.6,99200.0
1240,831.6,99280.0
1241,831.6,99360.0
1242,831.9,99440.0
1243,831.9,99520.0
1244,832.0,99600.0
1245,832.1,99680.0
1246,832.1,99760.0
1247,832.3,99840.0
